id_venda,data_venda,hora_venda,id_produto,produto,categoria,cor,tamanho,quantidade,preco_unitario,desconto,valor_total,forma_pagamento,canal,id_cliente,id_vendedor
3777,2026-06-03,18:00,113,Acessório Slim,Acessório,Azul,GG,3,211.74,0.0,635.22,PIX,Online,153.0,8
3778,2026-03-08,21:15,57,Blusa X,Blusa,Rosa,P,3,36.77,0.0,110.31,Cartão de Crédito,Online,325.0,21
3779,2026-09-14,11:45,94,Calça X,Calça,Cinza,GG,3,281.93,0.0,845.79,PIX,Física,383.0,15
3780,2026-07-13,09:15,69,Jaqueta Premium,Jaqueta,Azul,G,4,266.09,106.44,957.92,Crediário,Física,339.0,20
3781,2026-08-13,19:00,13,Camiseta X,Camiseta,Preta,G,4,39.69,0.0,158.76,Dinheiro,Física,420.0,1
3782,2026-07-09,19:00,114,Jaqueta Slim,Jaqueta,Azul,M,4,280.98,0.0,1123.92,Crediário,Física,570.0,3
3783,2026-07-10,18:45,70,Vestido Esporte,Vestido,Azul,M,4,285.87,0.0,1143.48,PIX,Física,417.0,2
3784,2026-03-24,16:30,119,Jaqueta Slim,Jaqueta,Branca,GG,4,329.55,197.73,1120.47,Cartão de Crédito,Física,111.0,8
3785,2026-04-19,15:15,17,Bermuda Social,Bermuda,Preta,P,1,90.49,4.52,85.97,Dinheiro,Física,19.0,3
3786,2026-09-04,14:30,72,Blusa Slim,Blusa,Cinza,GG,4,334.5,0.0,1338.0,Crediário,Física,69.0,15
3787,2026-08-22,20:15,38676,Calça Slim,Calça,Preta,G,4,108.74,43.5,391.46,Cartão de Crédito,Física,10057.0,11
3788,2026-07-18,19:15,180,Camiseta Casual,Camiseta,Azul,GG,2,104.16,20.83,187.49,Cartão de Crédito,Online,228.0,17
3789,2026-05-12,18:45,89,Calça Premium,Calça,Verde,G,3,308.75,138.94,787.31,Cartão de Débito,Online,,11
3790,2026-03-24,14:15,105,Camiseta Básica,Camiseta,Rosa,G,4,253.97,152.38,863.5,Cartão de Crédito,Física,32.0,23
3791,2026-03-29,19:15,162,Bermuda Esporte,Bermuda,Vermelha,M,3,27.56,0.0,82.68,Cartão de Crédito,Online,410.0,1
3792,2026-07-21,14:45,32,Blusa Premium,Blusa,Branca,P,3,283.49,127.57,722.9,Cartão de Crédito,Online,356.0,4
3793,2026-05-07,16:15,82,Acessório Premium,Acessório,Verde,P,4,84.17,16.83,319.85,Cartão de Débito,Online,131.0,23
3794,2026-09-04,11:15,123,Calça Básica,Calça,Verde,G,-1,173.04,17.3,328.78,Cartão de Crédito,Online,297.0,3
3795,2026-09-10, 18:30,111,Camiseta Básica,Camiseta,Vermelha,M,3,145.87,841.5907494081044,437.61,Cartão de Débito,Física,,16
3796,2026-09-11,19:45,152,Vestido Premium,Vestido,Rosa,P,1,246.49,0.0,246.49,Cartão de Débito,Online,526.0,15
3797,2026-04-23,12:30,9,Jaqueta Premium,Jaqueta,Rosa,P,4,251.41,0.0,1005.64,Cartão de Crédito,Física,410.0,9
3798,2026-09-14,11:15,131,Blusa Slim,Blusa,Vermelha,P,3,278.74,0.0,836.22,Crediário,Online,12.0,10
3799,2026-05-28,10:30,174,Vestido Social,Vestido,Vermelha,P,2,168.54,0.0,337.08,cartão de crédito,Online,326.0,15
3800,2026-03-12,11:45,52,Acessório Premium,Acessório,Azul,M,4,80.96,0.0,323.84,PIX,Online,286.0,10
3801,2026-07-19,18:15,38,Acessório Básica,Acessório,Preta,M,3,180.55,0.0,541.65,PIX,Online,503.0,16
3802,2026-05-22,20:15,21,Vestido Esporte,Vestido,Vermelha,GG,4,168.25,0.0,673.0,DINHEIRO,Online,454.0,15
3803,2026-07-12,17:15,77,Blusa Casual,Blusa,Verde,P,4,121.34,24.27,461.09,PIX,Física,392.0,4
3804,2026-04-01,15:30,11,Blusa X,Blusa,Verde,M,3,185.54,0.0,556.62,Dinheiro,Online,206.0,14
3805,2026-04-08,14:45,28,Blusa Premium,Blusa,Vermelha,M,2,251.27,75.38,427.16,Cartão de Crédito,Online,25.0,10
3806,2026-05-09,18:30,127,Bermuda X,Bermuda,Preta,P,2,40.62,8.12,73.12,Cartão de Débito,Física,414.0,3
3807,2026-05-09,17:15,136,Blusa Slim,Blusa,Verde,GG,1,184.09,0.0,184.09,PIX,Online,466.0,6
3808,2026-07-29,18:30,33,Camiseta Casual,Camiseta,Verde,M,4,36.66,0.0,146.64,Dinheiro,Física,464.0,16
3809,2026-07-12,11:15,157,Blusa Esporte,Blusa,Cinza,GG,4,126.53,0.0,506.12,Cartão de Crédito,Online,47.0,22
3810,2026-04-05,14:00,64,Acessório Slim,Acessório,Preta,M,2,175.19,17.52,332.86,Cartão de Crédito,Física,98.0,13
3811,2026-05-27,13:00,92,Acessório Casual,Acessório,Rosa,GG,4,97.33,0.0,389.32,PIX,Física,300.0,22
3812,12/07/2026,21:45,179,Jaqueta Slim,Jaqueta,Preta,G,1,171.21,0.0,171.21,Crediário,Online,381.0,2
3813,2026-08-05,18:00,87,Camiseta Básica,Camiseta,Branca,M,2,174.19,17.42,330.96,Cartão de Crédito,Online,472.0,19
3814,2026-08-04,10:45,43,Jaqueta Premium,Jaqueta,Verde,P,3,36.09,0.0,108.27,Crediário,Física,1.0,17
3815,2026-03-30,13:30  ,113,Acessório Slim,Acessório,Azul,GG,2,211.74,0.0,423.48,Cartão de Crédito,Online,199.0,4
3816,2026-03-21,21:45,80,Acessório Casual,Acessório,Vermelha,M,3,169.78,0.0,509.34,Cartão de Débito,Online,218.0,13
3817,2026-06-06,12:15,100,Blusa X,Blusa,Rosa,P,3,160.64,72.29,409.63,Dinheiro,Física,242.0,15
3818,2026-07-13,12:00,13,Camiseta X,Camiseta,Preta,G,2,39.69,0.0,79.38,Dinheiro,Física,525.0,2
3819,2026-04-24,19:30,77,Blusa Casual,Blusa,Verde,P,3,121.34,54.6,309.42,PIX,Física,21.0,16
3820,2026-03-08,12:15,35,Acessório Básica,Acessório,Cinza,P,4,145.92,0.0,583.68,Dinheiro,Física,19.0,19
3821,2026-04-26,09:45  ,50,Blusa Slim,Blusa,Branca,M,1,266.9,0.0,266.9,PIX,Online,563.0,10
3822,2026-07-16,10:00,89,Calça Premium,Calça,Verde,G,1,308.75,0.0,308.75,Cartão de Débito,Online,73408.0,16
3823,2026-08-14, 16:00,5,Bermuda Casual,Bermuda,Preta,M,2,252.59,0.0,505.18,PIX,Física,,7
3824,2026-04-01,13:15,5,Bermuda Casual,Bermuda,Preta,M,3,252.59,113.67,644.1,cartão de débito,Online,,15
3825,2026-03-15,10:00,39,Jaqueta Slim,Jaqueta,Verde,M,3,247.63,0.0,742.89,Cartão de Débito,Online,476.0,9
3826,2026-05-27,18:15,9,Jaqueta Premium,Jaqueta,Rosa,P,2,251.41,0.0,"502,82",Cartão de Crédito,Online,323.0,4
3827,2026-06-09, 11:45,89,Calça Premium,Calça,Verde,G,3,308.75,0.0,926.25,Cartão de Crédito,Online,481.0,17
3828,2026-03-13,19:15,130,Blusa Casual,Blusa,Branca,GG,2,234.73,0.0,"469,46",Cartão de Crédito,Física,43.0,12
3829,2026-07-09,21:45,53,Jaqueta X,Jaqueta,Verde,M,4,291.49,0.0,1165.96,Crediário,Online,19.0,19
3830,2026-04-15,17:45,167,Blusa Social,Blusa,Azul,GG,4,64.79,25.92,233.24,PIX,Física,293.0,12
3831,2026-09-11,20:30,179,Jaqueta Slim,Jaqueta,Preta,G,3,171.21,0.0,513.63,Crediário,Online,118.0,3
3832,2026-06-28,19:00,126,Camiseta Esporte,Camiseta,Vermelha,GG,4,172.09,0.0,688.36,Crediário,Física,513.0,21
3833,2026-04-27,15:45,169,Acessório Social,Acessório,Cinza,GG,3,323.67,97.1,873.91,Cartão de Débito,Física,377.0,25
3834,2026-03-14,19:15,61,Vestido Social,Vestido,Azul,P,2,77.96,15.59,140.33,Cartão de Débito,Física,105.0,11
3835,2026-03-30,10:15,90,Acessório Básica,Acessório,Rosa,M,1,276.24,0.0,276.24,cartao credito,Online,183.0,3
3836,2026-05-07,16:30,121,Jaqueta Esporte,Jaqueta,Vermelha,M,1,326.68,0.0,326.68,Pix,Física,36.0,4
3837,2026-05-15,16:00,113,Acessório Slim,Acessório,Azul,GG,4,211.74,0.0,846.96,Crediário,Física,,19
3838,2026-05-19,16:30,168,Calça Básica,Calça,Cinza,M,1,218.06,0.0,218.06,PIX,Física,7.0,9
3839,2026-07-09,10:45,150,Calça Básica,Calça,Azul,P,4,158.86,95.32,540.12,Cartão de Crédito,Online,220.0,17
3840,2026-06-27,10:30,175,Jaqueta Casual,Jaqueta,Azul,P,1,48.8,0.0,48.8,Cartão de Débito,Online,199.0,24
3841,2026-09-03,15:30,85,Acessório Premium,Acessório,Branca,M,3,190.75,0.0,572.25,Cartão de Débito,Física,144.0,9
3842,29/05/2026,17:45,132,Vestido X,Vestido,Branca,P,2,282.33,56.47,508.19,Cartão de Débito,Online,576.0,24
3843,2026-06-16,10:30,158,Calça Casual,Calça,Branca,GG,2,37.57,0.0,75.14,Pix,Física,535.0,10
3844,2026-04-02,10:30,14,Camiseta Esporte,Camiseta,Vermelha,GG,4,97.31,58.39,330.85,Cartão de Débito,Física,345.0,20
3845,2026-08-16,16:30,29,Jaqueta Básica,Jaqueta,Azul,M,3,78.25,35.21,199.54,PIX,Física,586.0,7
3846,2026-07-03,14:15,45,Bermuda Esporte,Bermuda,Cinza,P,0,153.95,0.0,615.8,PIX,Física,78.0,13
3847,2026-04-27,18:00,152,Vestido Premium,Vestido,Rosa,P,1,246.49,24.65,221.84,Cartão de Crédito,Online,540.0,22
3848,2026-08-12,20:15,105,Camiseta Básica,Camiseta,Rosa,G,3,253.97,76.19,685.72,PIX,Online,16.0,19
3849,2026-05-04,12:45,143,Acessório Esporte,Acessório,Rosa,G,3,129.11,0.0,387.33,PIX,Online,191.0,2
3850,04/03/2026,18:45,51,Calça Esporte,Calça,Cinza,G,2,199.02,19.9,378.14,Dinheiro,Física,263.0,8
3851,2026-06-18,16:30,41,Blusa Premium,Blusa,Rosa,M,2,43.45,8.69,78.21,Crediário,Online,480.0,12
3852,2026-07-31,10:15,111,Camiseta Básica,Camiseta,Vermelha,M,1,145.87,0.0,145.87,Cartão de Débito,Física,,15
3853,2026-04-09,11:45,151,Acessório Casual,Acessório,Branca,GG,4,299.55,59.91,1138.29,PIX,Física,195.0,19
3854,23/05/2026,18:30,174,Vestido Social,Vestido,Vermelha,P,2,168.54,33.71,303.37,Cartão de Débito,Física,423.0,18
3855,2026-09-11,17:00,109,Jaqueta Social,Jaqueta,Preta,GG,4,38.6,15.44,138.96,CARTÃO DE CRÉDITO,Online,338.0,7
3856,2026-05-09,12:45,73,Jaqueta Básica,Jaqueta,Preta,M,1,71.22,0.0,71.22,Crediário,Física,,9
3857,2026-04-11,19:00,13,Camiseta X,Camiseta,Preta,G,3,39.69,228.98976378972824,119.07,Dinheiro,Física,260.0,20
3858,2026-09-14,19:30,160,Jaqueta Premium,Jaqueta,Verde,GG,2,181.49,0.0,362.98,Cartão de Crédito,Online,,12
3859,2026-03-31,19:45,130,Blusa Casual,Blusa,Branca,GG,1,234.73,0.0,234.73,PIX,Online,421.0,14
3860,2026-08-04,09:30,69,Jaqueta Premium,Jaqueta,Azul,G,2,266.09,79.83,452.35,Cartão de Débito,Online,16.0,11
3861,2026-09-12,17:00,170,Blusa Casual,Blusa,Vermelha,P,4,144.13,57.65,518.87,PIX,Online,399.0,17
3862,2026-08-06,11:45,173,Vestido Social,Vestido,Azul,G,1,154.45,15.44,139.01,Dinheiro,Física,102.0,16
3863,02/03/2026,21:15,119,Jaqueta Slim,Jaqueta,Branca,GG,1,329.55,0.0,329.55,Cartão de Crédito,Física,595.0,9
3864,2026-03-14,16:15,131,Blusa Slim,Blusa,Vermelha,P,3,278.74,41.81,794.41,Dinheiro,Online,590.0,16
3865,2026-08-02,17:30,99,Vestido X,Vestido,Preta,P,3,72.13,21.64,194.75,PIX,Física,192.0,17
3866,2026-09-05,09:15,42,Jaqueta Esporte,Jaqueta,Verde,P,4,151.48,0.0,605.92,Cartão de Débito,Física,482.0,1
3867,2026-08-27,13:00,6,Camiseta Casual,Camiseta,Vermelha,G,2,266.01,0.0,532.02,PIX,Física,522.0,23
3868,2026-04-04,19:15,178,Vestido Premium,Vestido,Preta,P,4,302.09,120.84,1087.52,PIX,Online,462.0,16
3869,2026-04-18,09:30,93,Blusa Social,Blusa,Cinza,GG,4,343.23,0.0,1372.92,CREDIÁRIO,Online,23.0,11
3870,2026-04-07,11:15,30,Jaqueta X,Jaqueta,Preta,GG,3,73.7,0.0,221.1,Cartão de Débito,Física,368.0,1
3871,2026-03-12,19:30,153,Calça Esporte,Calça,Azul,M,1,247.52,12.38,235.14,Cartão de Crédito,Online,356.0,9
3872,2026-06-09,19:45,161,Acessório Slim,Acessório,Verde,P,1,265.0,39.75,225.25,Cartão de Crédito,Física,381.0,5
3873,2026-09-11,10:00,63,Calça Esporte,Calça,Rosa,P,2,197.71,0.0,395.42,PIX,Online,127.0,9
3874,2026-05-22,14:15,161,Acessório Slim,Acessório,Verde,P,4,265.0,0.0,1060.0,Cartão de Débito,Física,315.0,16
3875,2026-07-24,19:30,86,Acessório X,Acessório,Rosa,M,1,318.79,47.82,270.97,Cartão de Débito,Física,113.0,5
3876,2026-08-26,17:30,75,Calça Premium,Calça,Branca,G,3,338.8,0.0,1016.4,Cartão de Débito,Online,123.0,5
3877,2026-07-26,20:00,175,Jaqueta Casual,Jaqueta,Azul,P,2,48.8,4.88,92.72,Dinheiro,Física,54.0,23
3878,2026-08-03,11:45,151,Acessório Casual,Acessório,Branca,GG,3,299.55,0.0,898.65,PIX,Física,122.0,22
3879,2026-06-11, 18:45 ,109,Jaqueta Social,Jaqueta,Preta,GG,4,38.6,7.72,146.68,PIX,Online,199.0,20
3880,2026-03-21,13:15,70,Vestido Esporte,Vestido,Azul,M,1,285.87,42.88,242.99,PIX,Física,452.0,22
3881,2026-09-09,14:30,23,Jaqueta Esporte,Jaqueta,Vermelha,P,4,166.11,66.44,598.0,Cartão de Crédito,Física,120.0,23
3882,2026-04-11,21:00,69,Jaqueta Premium,Jaqueta,Azul,G,2,266.09,0.0,532.18,Cartão de Débito,Online,570.0,17
3883,2026-07-04,10:30,123,Calça Básica,Calça,Verde,G,1,173.04,0.0,173.04,Crediário,Física,74.0,3
3884,2026-08-05,19:15,125,Calça Casual,Calça,Azul,G,2,90.39,0.0,180.78,Cartão de Crédito,Física,482.0,25
3885,2026-05-28,14:15,93,Blusa Social,Blusa,Cinza,GG,2,343.23,34.32,652.14,Cartão de Crédito,Física,390.0,4
3886,2026-07-08,17:45,84,Jaqueta Esporte,Jaqueta,Branca,M,4,75.93,45.56,258.16,PIX,Online,456.0,6
3887,2026-07-05,21:15,12,Vestido Social,Vestido,Preta,P,1,206.86,0.0,206.86,Cartão de Crédito,Online,373.0,25
3888,2026-07-15,10:15,32487,Bermuda Esporte,Bermuda,Branca,P,4,140.69,0.0,562.76,Cartão de Crédito,Online,455.0,1
3889,2026-07-10,14:30,102,Jaqueta Slim,Jaqueta,Azul,P,4,161.01,0.0,644.04,Cartão de Crédito,Física,,8
3890,2026-08-08,19:30,82,Acessório Premium,Acessório,Verde,P,1,84.17,0.0,84.17,PIX,Física,6.0,10
3891,2026-09-04,17:15,159,Camiseta Esporte,Camiseta,Preta,M,4,150.94,0.0,603.76,Pix,Física,163.0,21
3892,2026-04-24,17:00,41,Blusa Premium,Blusa,Rosa,M,3,43.45,13.04,117.31,PIX,Física,411.0,2
3893,2026-09-02,12:30,75,Calça Premium,Calça,Branca,G,1,338.8,0.0,338.8,PIX,Online,476.0,5
3894,2026-08-20,15:30,172,Bermuda X,Bermuda,Azul,P,4,131.52,0.0,526.08,Cartão de Débito,Física,,21
3895,2026-05-07,17:15,42,Jaqueta Esporte,Jaqueta,Verde,P,1,151.48,7.57,143.91,Dinheiro,Online,31.0,9
3896,25/09/2026,12:00,64,Acessório Slim,Acessório,Preta,M,4,175.19,105.11,595.65,PIX,Online,376.0,14
3897,2026-04-23,18:15,101,Bermuda Básica,Bermuda,Azul,P,4,248.61,0.0,994.44,PIX,Física,207.0,11
3898,2026-07-16,13:15,157,Blusa Esporte,Blusa,Cinza,GG,1,126.53,0.0,126.53,PIX,Online,353.0,21
3899,2026-07-11,13:15,61,Vestido Social,Vestido,Azul,P,3,77.96,0.0,233.88,Cartão de Crédito,Online,40.0,15
3900,2026-03-01,12:15,50,Blusa Slim,Blusa,Branca,M,4,266.9,160.14,907.46,Cartão de Débito,Física,554.0,10
3901,2026-05-10,20:30,18,Vestido Social,Vestido,Preta,G,3,343.85,51.58,"979,97",Crediário,Física,7.0,21
3902,2026-07-31,10:30,123,Calça Básica,Calça,Verde,G,3,173.04,25.96,493.16,PIX,Online,299.0,24
3903,05-04-2026,09:00,160,Jaqueta Premium,Jaqueta,Verde,GG,1,181.49,0.0,181.49,Dinheiro,Física,593.0,19
3904,2026-07-13,11:45,85802,Acessório X,Acessório,Rosa,M,3,318.79,47.82,908.55,Crediário,Física,6.0,24
3905,2026-05-29,17:15,54,Jaqueta Esporte,Jaqueta,Rosa,M,1,102.55,5.13,"R$ 97,42",PIX,Online,550.0,11
3906,2026-08-10,15:15,96,Camiseta Esporte,Camiseta,Azul,G,4,98.46,39.38,354.46,PIX,Online,112.0,16
3907,2026-05-04,12:45,104,Jaqueta Premium,Jaqueta,Verde,P,1,187.44,9.37,178.07,Cartão de Débito,Física,48.0,1
3908,2026-05-19,19:30,26,Calça Premium,Calça,Azul,P,2,318.11,0.0,636.22,PIX,Online,,12
3909,2026-03-30,09:45,42,Jaqueta Esporte,Jaqueta,Verde,P,3,151.48,0.0,454.44,Dinheiro,Online,535.0,4
3910,2026-07-11,12:30,123,Calça Básica,Calça,Verde,G,1,173.04,0.0,173.04,Cartão de Débito,Física,,4
3911,2026-07-02,19:15,99,Vestido X,Vestido,Preta,P,4,72.13,0.0,288.52,cartão de crédito,Física,592.0,6
3912,2026-05-11,10:45,136,Blusa Slim,Blusa,Verde,GG,2,184.09,18.41,349.77,Crediário,Física,525.0,6
3913,2026-05-03,21:30,69,Jaqueta Premium,Jaqueta,Azul,G,3,266.09,39.91,758.36,PIX,Física,233.0,14
3914,2026-04-30,18:45,2,Blusa Casual,Blusa,Preta,GG,1,73.53,3.68,69.85,Cartão de Débito,Online,168.0,23
3915,2026-06-21,15:45,98,Jaqueta Premium,Jaqueta,Branca,G,4,74.72,0.0,298.88,PIX,Online,144.0,5
3916,2026-04-05,09:15,131,Blusa Slim,Blusa,Vermelha,P,3,278.74,0.0,836.22,PIX,Online,397.0,1
3917,2026-04-10,16:45,23,Jaqueta Esporte,Jaqueta,Vermelha,P,1,166.11,0.0,166.11,PIX,Física,472.0,4
3918,2026-08-31,17:00,47,Calça Social,Calça,Vermelha,GG,1,108.69,10.87,97.82,PIX,Física,438.0,14
3919,2026-05-10,11:45,173,Vestido Social,Vestido,Azul,G,4,154.45,61.78,556.02,CARTÃO DE DÉBITO,Online,377.0,20
3920,2026-06-25,15:30,115,Jaqueta Casual,Jaqueta,Azul,G,2,237.18,47.44,426.92,Crediário,Física,316.0,25
3921,2026-03-13,20:45,56,Acessório Social,Acessório,Vermelha,M,1,170.32,0.0,170.32,Cartão de Débito,Física,75.0,21
3922,2026-09-10,11:45,106,Blusa Casual,Blusa,Branca,P,2,74.15,0.0,148.3,Cartão de Débito,Física,454.0,2
3923,2026-05-19, 12:00,11,Blusa X,Blusa,Verde,M,4,185.54,74.22,667.94,PIX,Física,199.0,10
3924,2026-06-09,13:00,2,Blusa Casual,Blusa,Preta,GG,1,73.53,11.03,62.5,PIX,Física,440.0,6
3925,2026-03-06,09:00,59,Blusa Social,Blusa,Cinza,M,4,268.88,161.33,914.19,Cartão de Débito,Online,143.0,11
3926,2026-08-21,14:45,132,Vestido X,Vestido,Branca,P,4,282.33,112.93,1016.39,PIX,Online,404.0,19
3927,2026-05-30,21:15,31,Camiseta Slim,Camiseta,Verde,M,3,153.72,0.0,461.16,Cartão de Crédito,Online,407.0,16
3928,2026-06-30,19:00,29,Jaqueta Básica,Jaqueta,Azul,M,2,78.25,0.0,156.5,Cartão de Débito,Física,455.0,11
3929,2026-07-17,10:00,128,Acessório Casual,Acessório,Verde,G,3,182.31,27.35,519.58,pix,Física,586.0,9
3930,2026-08-20,20:15,45,Bermuda Esporte,Bermuda,Cinza,P,3,153.95,23.09,438.76,Cartão de Débito,Física,504.0,1
3931,2026-04-05,15:30,42,Jaqueta Esporte,Jaqueta,Verde,P,1,151.48,22.72,128.76,Cartão de Débito,Física,298.0,22
3932,2026-05-01,14:45,11,Blusa X,Blusa,Verde,M,2,185.54,0.0,371.08,Cartão de Débito,Física,36.0,23
3933,2026-04-02,09:15,129,Camiseta Esporte,Camiseta,Rosa,GG,1,343.01,34.3,308.71,Cartão de Crédito,Física,392.0,1
3934,2026-06-04,19:30,78,Blusa Social,Blusa,Rosa,P,1,91.57,4.58,86.99,Cartão de Crédito,Física,,11
3935,2026-05-30,17:45,128,Acessório Casual,Acessório,Verde,G,2,182.31,0.0,364.62,Cartão de Débito,Online,382.0,22
3936,2026-07-27,11:30,149,Blusa Slim,Blusa,Rosa,P,3,118.24,0.0,"R$ 354,72",Dinheiro,Física,319.0,22
3937,2026-03-25,18:15,174,Vestido Social,Vestido,Vermelha,P,3,168.54,75.84,429.78,Cartão de Crédito,Online,210.0,8
3938,2026-06-28,14:45,176,Calça Básica,Calça,Cinza,GG,2,182.47,0.0,364.94,Cartão de Crédito,Online,260.0,5
3939,2026-05-06,18:30  ,23,Jaqueta Esporte,Jaqueta,Vermelha,P,4,166.11,0.0,664.44,Dinheiro,Online,452.0,22
3940,2026-05-07,21:30,90,Acessório Básica,Acessório,Rosa,M,1,276.24,41.44,"234,80",Cartão de Crédito,Online,366.0,3
3941,2026-03-21, 18:00 ,145,Camiseta Social,Camiseta,Branca,G,2,148.84,0.0,297.68,Cartão de Débito,Online,294.0,8
3942,2026-05-12,11:00,104,Jaqueta Premium,Jaqueta,Verde,P,4,187.44,37.49,712.27,Cartão de Crédito,Física,458.0,3
3943,2026-06-03,18:45,64,Acessório Slim,Acessório,Preta,M,3,175.19,0.0,525.57,Cartão de Crédito,Física,312.0,24
3944,2026-05-31,19:45,53,Jaqueta X,Jaqueta,Verde,M,3,291.49,0.0,874.47,Cartão de Débito,Física,571.0,12
3945,2026-07-13,13:30,101,Bermuda Básica,Bermuda,Azul,P,2,248.61,24.86,472.36,Dinheiro,Física,564.0,8
3946,2026-09-08,14:45,46,Vestido Slim,Vestido,Vermelha,G,1,74.33,0.0,74.33,Cartão de Débito,Física,449.0,13
3947,2026-03-29,12:45,23,Jaqueta Esporte,Jaqueta,Vermelha,P,4,166.11,33.22,631.22,Cartão de Crédito,Online,160.0,11
3948,12/07/26,18:45,88,Bermuda Social,Bermuda,Azul,M,2,185.4,18.54,352.26,Cartão de Débito,Física,413.0,25
3949,2026-03-07,16:45,119,Jaqueta Slim,Jaqueta,Branca,GG,4,329.55,197.73,1120.47,Dinheiro,Online,95220.0,10
3950,2026-06-26,18:30,41,Blusa Premium,Blusa,Rosa,M,4,43.45,26.07,"147,73",Crediário,Online,466.0,25
3951,2026-05-22,13:00,35,Acessório Básica,Acessório,Cinza,P,3,145.92,0.0,437.76,PIX,Online,487.0,11
3952,2026-03-31,09:15,83,Vestido X,Vestido,Azul,P,4,40.75,0.0,163.0,Dinheiro,Online,537.0,24
3953,2026-07-08,16:15,109,Jaqueta Social,Jaqueta,Preta,GG,3,38.6,11.58,104.22,PIX,Online,47.0,6
3954,2026-08-28,20:15,120,Acessório Social,Acessório,Preta,GG,3,277.54,41.63,"R$ 790,99",Dinheiro,Física,527.0,6
3955,2026-06-30,21:45,131,Blusa Slim,Blusa,Vermelha,P,4,278.74,55.75,1059.21,Cartão de Débito,Física,423.0,21
3956,2026-03-29,10:45,152,Vestido Premium,Vestido,Rosa,P,4,246.49,147.89,838.07,Cartão de Débito,Online,300.0,17
3957,17/07/26,18:00,81,Blusa Social,Blusa,Rosa,M,2,154.72,15.47,293.97,Cartão de Débito,Física,298.0,4
3958,2026-04-30,10:30,114,Jaqueta Slim,Jaqueta,Azul,M,3,280.98,84.29,758.65,Dinheiro,Online,,21
3959,2026-03-04,20:00,7,Bermuda Slim,Bermuda,Branca,P,1,145.46,7.27,138.19,Dinheiro,Física,308.0,9
3960,2026-07-10,09:45,29,Jaqueta Básica,Jaqueta,Azul,M,3,78.25,0.0,234.75,Cartão de Crédito,Online,543.0,17
3961,2026-09-05, 13:45 ,24,Camiseta Esporte,Camiseta,Rosa,P,3,115.6,34.68,312.12,PIX,Física,16.0,24
3962,2026-06-01,16:00,63,Calça Esporte,Calça,Rosa,P,4,197.71,0.0,790.84,Crediário,Online,25.0,15
3963,2026-05-21,10:15,106,Blusa Casual,Blusa,Branca,P,4,74.15,14.83,281.77,Cartão de Crédito,Online,464.0,17
3964,2026-08-21,19:00,120,Acessório Social,Acessório,Preta,GG,1,277.54,0.0,277.54,Cartão de Débito,Online,204.0,19
3965,2026-03-07,20:15,169,Acessório Social,Acessório,Cinza,GG,3,323.67,0.0,971.01,Crediário,Física,183.0,25
3966,2026-04-23,17:45,122,Blusa Premium,Blusa,Branca,M,2,337.75,0.0,675.5,PIX,Online,47.0,25
3967,2026-07-17,12:15,120,Acessório Social,Acessório,Preta,GG,3,277.54,124.89,707.73,Cartão de Débito,Online,,1
3968,2026-06-04,19:30,142,Acessório Básica,Acessório,Azul,P,4,160.25,0.0,641.0,Dinheiro,Online,405.0,17
3969,2026-06-27,20:15,170,Blusa Casual,Blusa,Vermelha,P,3,144.13,0.0,"432,39",Cartão de Crédito,Física,452.0,18
3970,27-03-2026,11:00,141,Bermuda Esporte,Bermuda,Azul,P,1,113.71,17.06,96.65,Cartão de Débito,Física,89.0,19
3971,2026-03-09,18:15,74,Blusa Slim,Blusa,Azul,G,1,131.19,6.56,124.63,PIX,Online,554.0,19
3972,2026-08-25,12:00,61,Vestido Social,Vestido,Azul,P,4,77.96,569.7339172143026,296.25,Cartão de Débito,Online,366.0,6
3973,2026-04-01,19:45,75,Calça Premium,Calça,Branca,G,3,338.8,0.0,1016.4,Cartão de Crédito,Online,133.0,13
3974,2026-07-29,09:00,112,Camiseta Casual,Camiseta,Branca,GG,3,264.38,118.97,674.17,Cartão de Crédito,Online,525.0,6
3975,2026-05-29,16:00,155,Blusa Slim,Blusa,Preta,G,3,221.97,66.59,599.32,Dinheiro,Online,533.0,2
3976,2026-04-13,09:45,151,Acessório Casual,Acessório,Branca,GG,2,299.55,0.0,599.1,pix,Online,18.0,8
3977,2026-05-23,10:15,5,Bermuda Casual,Bermuda,Preta,M,2,252.59,50.52,454.66,Cartão de Crédito,Física,136.0,10
3978,2026-04-20,17:00,65,Vestido Premium,Vestido,Branca,GG,1,304.89,45.73,259.16,Crediário,Física,25.0,22
3979,2026-09-15,19:45,21,Vestido Esporte,Vestido,Vermelha,GG,1,168.25,0.0,168.25,Cartão de Débito,Física,187.0,8
3980,2026-06-18,19:45,11,Blusa X,Blusa,Verde,M,3,185.54,0.0,556.62,PIX,Online,154.0,3
3981,2026-09-23,18:45,70,Vestido Esporte,Vestido,Azul,M,3,285.87,0.0,857.61,Cartão de Débito,Online,398.0,21
3982,2026-09-07,10:15,179,Jaqueta Slim,Jaqueta,Preta,G,1,171.21,0.0,171.21,Cartão de Débito,Online,303.0,11
3983,2026-07-09,11:00,26593,Jaqueta Slim,Jaqueta,Azul,M,2,280.98,0.0,561.96,PIX,Física,540.0,15
3984,2026-09-21,19:30,55,Blusa Social,Blusa,Verde,G,1,82.32,0.0,82.32,Cartão de Crédito,Online,,23
